resource_id,timestamp,flex_direction,requested_state,pre_dispatch_temp_c,pre_dispatch_power_kw,hot_water_draw_l,potential_kw,delivered_kw,response_ratio,is_available,has_override,outcome,dataset_split,data_classification
wh-0001,2025-08-30T08:30:00+05:30,reduce,shed,54.737,2.866485,16.492,2.866485,2.336458,0.815095,true,false,delivered,train,SYNTHETIC
wh-0001,2025-09-07T12:15:00+05:30,reduce,shed,55.198,3.788526,0.0,3.788526,0.081157,0.021422,true,true,override,train,SYNTHETIC
wh-0001,2025-09-11T17:15:00+05:30,increase,load_up,53.035,0.607492,4.013,3.245048,0.107429,0.033106,false,false,unavailable,train,SYNTHETIC
wh-0001,2025-09-20T17:30:00+05:30,reduce,shed,51.825,2.965585,19.6,2.965585,0.122789,0.041405,false,true,unavailable,train,SYNTHETIC
wh-0001,2025-09-23T17:00:00+05:30,reduce,shed,50.457,2.710209,20.683,2.710209,2.205555,0.813795,true,false,delivered,train,SYNTHETIC
wh-0001,2025-10-02T12:30:00+05:30,reduce,shed,55.368,3.364471,21.709,3.364471,2.779359,0.826091,true,false,delivered,train,SYNTHETIC
wh-0001,2025-10-05T07:00:00+05:30,reduce,shed,54.412,2.614502,22.047,2.614502,0.157172,0.060116,false,true,unavailable,train,SYNTHETIC
wh-0001,2025-10-15T18:30:00+05:30,reduce,shed,54.615,2.823535,5.624,2.823535,2.725456,0.965264,true,false,delivered,train,SYNTHETIC
wh-0001,2025-10-18T12:30:00+05:30,reduce,shed,51.567,3.583302,16.126,3.583302,0.241624,0.06743,false,false,unavailable,train,SYNTHETIC
wh-0001,2025-10-27T07:15:00+05:30,reduce,shed,51.297,2.234959,6.669,2.234959,1.538702,0.68847,true,false,partial,train,SYNTHETIC
wh-0001,2025-10-30T18:00:00+05:30,reduce,shed,51.647,3.010077,16.565,3.010077,0.053946,0.017922,false,false,unavailable,train,SYNTHETIC
wh-0001,2025-11-05T18:45:00+05:30,increase,load_up,54.369,0.283299,0.592,3.569241,1.044964,0.292769,true,true,override,train,SYNTHETIC
wh-0001,2025-11-10T19:45:00+05:30,reduce,shed,54.126,2.553624,0.0,2.553624,1.757044,0.688059,true,false,partial,train,SYNTHETIC
wh-0001,2025-11-20T07:30:00+05:30,reduce,shed,54.864,3.552283,39.384,3.552283,0.216385,0.060914,true,true,override,train,SYNTHETIC
wh-0001,2025-11-23T07:45:00+05:30,reduce,shed,54.478,2.327593,6.427,2.327593,0.133528,0.057367,true,true,override,train,SYNTHETIC
wh-0001,2025-11-29T21:30:00+05:30,reduce,shed,52.076,2.270294,21.418,2.270294,0.037813,0.016655,false,true,unavailable,train,SYNTHETIC
wh-0001,2025-12-06T07:15:00+05:30,reduce,shed,55.571,3.490507,21.239,3.490507,3.108861,0.890662,true,false,delivered,train,SYNTHETIC
wh-0001,2025-12-14T08:15:00+05:30,reduce,shed,49.112,3.395262,16.45,3.395262,2.59835,0.765287,true,false,partial,train,SYNTHETIC
wh-0002,2025-06-22T19:00:00+05:30,reduce,shed,53.874,2.55528,39.721,2.55528,1.899898,0.743518,true,false,partial,train,SYNTHETIC
wh-0002,2025-06-26T08:45:00+05:30,reduce,shed,54.324,4.310306,19.218,4.310306,0.207887,0.04823,false,false,unavailable,train,SYNTHETIC
wh-0002,2025-07-02T20:45:00+05:30,reduce,shed,50.415,2.90452,21.564,2.90452,0.449227,0.154665,true,true,override,train,SYNTHETIC
wh-0002,2025-07-09T12:15:00+05:30,increase,load_up,52.925,0.074681,7.329,4.35661,3.545445,0.813808,true,false,delivered,train,SYNTHETIC
wh-0002,2025-07-16T07:00:00+05:30,reduce,shed,49.813,3.146245,11.147,3.146245,0.165467,0.052592,true,true,override,train,SYNTHETIC
wh-0002,2025-07-23T06:45:00+05:30,increase,load_up,53.656,0.397375,43.625,4.033916,0.817068,0.20255,true,true,override,train,SYNTHETIC
wh-0002,2025-07-29T07:45:00+05:30,reduce,shed,51.503,2.605471,0.0,2.605471,1.84395,0.707722,true,false,partial,train,SYNTHETIC
wh-0002,2025-08-04T12:45:00+05:30,reduce,shed,53.385,3.075821,15.351,3.075821,0.05663,0.018411,false,true,unavailable,train,SYNTHETIC
wh-0002,2025-08-07T07:00:00+05:30,reduce,shed,55.368,2.896486,33.885,2.896486,0.177823,0.061393,false,true,unavailable,train,SYNTHETIC
wh-0002,2025-08-12T19:45:00+05:30,reduce,shed,55.197,3.896957,18.413,3.896957,3.510102,0.900729,true,false,delivered,train,SYNTHETIC
wh-0002,2025-08-21T06:45:00+05:30,increase,load_up,50.417,0.93937,21.742,3.491921,1.002105,0.286978,true,true,override,train,SYNTHETIC
wh-0002,2025-08-25T18:45:00+05:30,reduce,shed,52.128,3.725855,19.183,3.725855,0.813874,0.218439,true,true,override,train,SYNTHETIC
wh-0002,2025-09-03T12:45:00+05:30,reduce,shed,54.099,2.607176,6.156,2.607176,0.537881,0.206308,true,true,override,train,SYNTHETIC
wh-0002,2025-09-09T18:00:00+05:30,reduce,shed,51.132,3.576222,25.635,3.576222,0.01908,0.005335,false,false,unavailable,train,SYNTHETIC
wh-0002,2025-09-12T08:30:00+05:30,reduce,shed,54.276,4.080961,24.627,4.080961,3.58204,0.877744,true,false,delivered,train,SYNTHETIC
wh-0002,2025-09-17T18:45:00+05:30,reduce,shed,51.183,2.6555,28.097,2.6555,1.690909,0.636757,true,false,partial,train,SYNTHETIC
wh-0002,2025-09-27T17:30:00+05:30,increase,load_up,54.952,0.093429,10.361,4.337862,0.291006,0.067085,false,true,unavailable,train,SYNTHETIC
wh-0002,2025-10-02T12:45:00+05:30,reduce,shed,49.189,4.191181,10.772,4.191181,0.075816,0.018089,false,true,unavailable,train,SYNTHETIC
wh-0002,2025-10-05T08:30:00+05:30,reduce,shed,53.345,2.838346,18.448,2.838346,0.469916,0.16556,true,true,override,train,SYNTHETIC
wh-0002,2025-10-14T18:45:00+05:30,increase,load_up,48.591,0.04546,7.799,4.385831,0.681373,0.155358,true,true,override,train,SYNTHETIC
wh-0002,2025-10-19T20:30:00+05:30,increase,load_up,54.443,0.917329,26.835,3.513962,0.060738,0.017285,false,false,unavailable,train,SYNTHETIC
wh-0002,2025-10-23T18:15:00+05:30,reduce,shed,53.77,3.06236,34.986,3.06236,0.387862,0.126655,true,true,override,train,SYNTHETIC
wh-0002,2025-11-01T19:00:00+05:30,reduce,shed,51.564,3.18515,19.142,3.18515,0.071749,0.022526,false,true,unavailable,train,SYNTHETIC
wh-0002,2025-11-06T18:45:00+05:30,reduce,shed,52.643,2.98757,14.181,2.98757,2.52235,0.844281,true,false,delivered,train,SYNTHETIC
wh-0002,2025-11-14T12:30:00+05:30,increase,load_up,53.977,0.559705,32.973,3.871586,3.762393,0.971796,true,false,delivered,train,SYNTHETIC
wh-0002,2025-11-17T06:45:00+05:30,reduce,shed,54.98,4.082413,44.507,4.082413,3.888634,0.952533,true,false,delivered,train,SYNTHETIC
wh-0002,2025-11-26T07:30:00+05:30,reduce,shed,55.36,2.86885,0.0,2.86885,2.664972,0.928934,true,false,delivered,train,SYNTHETIC
wh-0002,2025-11-30T06:00:00+05:30,reduce,shed,51.888,4.20441,17.473,4.20441,0.794389,0.188942,true,true,override,train,SYNTHETIC
wh-0002,2025-12-08T07:15:00+05:30,reduce,shed,55.238,2.782552,0.0,2.782552,0.004188,0.001505,false,false,unavailable,train,SYNTHETIC
wh-0002,2025-12-10T06:15:00+05:30,reduce,shed,53.297,3.146674,9.591,3.146674,0.673957,0.214181,true,true,override,train,SYNTHETIC
wh-0003,2025-06-23T19:45:00+05:30,reduce,shed,54.748,3.03872,39.068,3.03872,0.118657,0.039048,false,true,unavailable,train,SYNTHETIC
wh-0003,2025-06-25T07:30:00+05:30,increase,load_up,53.685,0.721057,7.885,3.256866,2.636673,0.809574,true,false,delivered,train,SYNTHETIC
wh-0003,2025-07-03T19:00:00+05:30,reduce,shed,56.607,3.45927,21.771,3.45927,2.976381,0.860407,true,false,delivered,train,SYNTHETIC
wh-0003,2025-07-07T08:00:00+05:30,reduce,shed,51.619,2.240746,19.053,2.240746,1.665499,0.743279,true,false,partial,train,SYNTHETIC
wh-0003,2025-07-15T08:30:00+05:30,reduce,shed,57.91,2.70727,11.194,2.70727,2.392086,0.883579,true,false,delivered,train,SYNTHETIC
wh-0003,2025-07-21T18:45:00+05:30,reduce,shed,57.405,2.344924,34.929,2.344924,2.00933,0.856885,true,false,delivered,train,SYNTHETIC
wh-0003,2025-07-29T19:00:00+05:30,reduce,shed,59.729,2.490798,7.47,2.490798,2.490798,1.0,true,false,delivered,train,SYNTHETIC
wh-0003,2025-08-02T08:45:00+05:30,increase,load_up,54.515,0.496494,0.0,3.481429,3.09788,0.88983,true,false,delivered,train,SYNTHETIC
wh-0003,2025-08-07T21:45:00+05:30,reduce,shed,53.637,3.460024,10.358,3.460024,0.978556,0.282818,true,true,override,train,SYNTHETIC
wh-0003,2025-08-16T18:15:00+05:30,reduce,shed,52.954,3.697529,5.131,3.697529,0.383085,0.103606,true,true,override,train,SYNTHETIC
wh-0003,2025-08-18T21:15:00+05:30,reduce,shed,53.03,2.970159,34.127,2.970159,0.024916,0.008389,false,false,unavailable,train,SYNTHETIC
wh-0003,2025-08-27T07:45:00+05:30,reduce,shed,51.106,2.334656,12.63,2.334656,0.042154,0.018056,false,true,unavailable,train,SYNTHETIC
wh-0003,2025-09-03T07:15:00+05:30,reduce,shed,50.871,3.828134,6.98,3.828134,2.996246,0.782691,true,false,partial,train,SYNTHETIC
wh-0003,2025-09-05T07:45:00+05:30,reduce,shed,52.868,2.733102,7.767,2.733102,1.742435,0.63753,true,false,partial,train,SYNTHETIC
wh-0003,2025-09-13T20:30:00+05:30,increase,load_up,53.804,0.548982,0.616,3.428941,2.85488,0.832584,true,false,delivered,train,SYNTHETIC
wh-0003,2025-09-19T19:45:00+05:30,increase,load_up,58.966,0.180029,27.17,3.797894,0.054774,0.014422,false,true,unavailable,train,SYNTHETIC
wh-0003,2025-09-25T08:45:00+05:30,reduce,shed,49.977,2.492488,7.504,2.492488,0.665561,0.267027,true,true,override,train,SYNTHETIC
wh-0003,2025-10-03T20:30:00+05:30,reduce,shed,55.285,3.868516,5.263,3.868516,0.383425,0.099114,true,true,override,train,SYNTHETIC
wh-0003,2025-10-05T07:45:00+05:30,increase,load_up,55.666,0.863147,0.0,3.114776,2.978492,0.956246,true,false,delivered,train,SYNTHETIC
wh-0003,2025-10-14T06:30:00+05:30,reduce,shed,53.174,2.609271,4.68,2.609271,1.642231,0.629383,true,false,partial,train,SYNTHETIC
wh-0003,2025-10-21T07:00:00+05:30,reduce,shed,55.88,3.023533,44.372,3.023533,0.218132,0.072145,true,true,override,train,SYNTHETIC
wh-0003,2025-10-23T06:00:00+05:30,increase,load_up,48.689,0.012423,20.23,3.9655,3.648931,0.920169,true,false,delivered,train,SYNTHETIC
wh-0003,2025-11-02T07:00:00+05:30,reduce,shed,51.037,3.741084,22.988,3.741084,0.025463,0.006806,false,false,unavailable,train,SYNTHETIC
wh-0003,2025-11-08T17:00:00+05:30,increase,load_up,56.531,0.524377,8.909,3.453546,0.218805,0.063357,true,true,override,train,SYNTHETIC
wh-0003,2025-11-14T17:45:00+05:30,reduce,shed,56.7,3.485352,15.137,3.485352,2.992383,0.85856,true,false,delivered,train,SYNTHETIC
wh-0003,2025-11-16T06:15:00+05:30,reduce,shed,54.142,3.965078,21.489,3.965078,3.406345,0.859087,true,false,delivered,train,SYNTHETIC
wh-0003,2025-11-22T06:00:00+05:30,reduce,shed,57.304,3.862871,14.613,3.862871,3.002452,0.777259,true,false,partial,train,SYNTHETIC
wh-0003,2025-12-02T17:45:00+05:30,increase,load_up,56.795,0.48706,20.139,3.490863,2.901209,0.831087,true,false,delivered,train,SYNTHETIC
wh-0003,2025-12-06T19:45:00+05:30,reduce,shed,54.141,2.442755,11.352,2.442755,0.539731,0.220952,true,true,override,train,SYNTHETIC
wh-0003,2025-12-13T18:15:00+05:30,reduce,shed,57.979,3.56473,28.691,3.56473,3.190232,0.894944,true,false,delivered,train,SYNTHETIC
wh-0004,2025-06-21T18:15:00+05:30,increase,load_up,55.759,0.638746,31.632,3.337558,0.162055,0.048555,false,true,unavailable,train,SYNTHETIC
wh-0004,2025-06-28T07:30:00+05:30,reduce,shed,57.486,2.99432,7.205,2.99432,0.148422,0.049568,false,false,unavailable,train,SYNTHETIC
wh-0004,2025-07-05T20:15:00+05:30,increase,load_up,56.989,0.320697,0.0,3.655607,2.292026,0.626989,true,false,partial,train,SYNTHETIC
wh-0004,2025-07-07T19:45:00+05:30,reduce,shed,54.542,3.394213,27.004,3.394213,0.233166,0.068695,false,true,unavailable,train,SYNTHETIC
wh-0004,2025-07-15T18:15:00+05:30,increase,load_up,54.424,0.661371,21.521,3.314933,2.18913,0.660384,true,false,partial,train,SYNTHETIC
wh-0004,2025-07-19T06:30:00+05:30,reduce,shed,53.578,2.911751,43.868,2.911751,0.128859,0.044255,false,true,unavailable,train,SYNTHETIC
wh-0004,2025-07-26T20:30:00+05:30,reduce,shed,54.501,2.378294,28.016,2.378294,1.890472,0.794886,true,false,partial,train,SYNTHETIC
wh-0004,2025-07-31T08:00:00+05:30,increase,load_up,54.689,0.644966,20.024,3.331338,2.728682,0.819095,true,false,delivered,train,SYNTHETIC
wh-0004,2025-08-07T19:15:00+05:30,reduce,shed,52.907,2.371084,22.479,2.371084,1.568624,0.661564,true,false,partial,train,SYNTHETIC
wh-0004,2025-08-15T20:15:00+05:30,increase,load_up,57.919,0.54301,25.613,3.433294,2.786705,0.811671,true,false,delivered,train,SYNTHETIC
wh-0004,2025-08-20T19:00:00+05:30,reduce,shed,53.804,3.179517,29.046,3.179517,0.7206,0.226638,true,true,override,train,SYNTHETIC
wh-0004,2025-08-25T21:45:00+05:30,reduce,shed,51.595,2.599299,0.0,2.599299,0.053068,0.020416,false,false,unavailable,train,SYNTHETIC
wh-0004,2025-09-02T18:45:00+05:30,reduce,shed,54.529,2.725212,21.029,2.725212,0.099532,0.036523,false,false,unavailable,train,SYNTHETIC
wh-0004,2025-09-08T12:30:00+05:30,increase,load_up,53.449,0.269312,0.0,3.706992,3.706992,1.0,true,false,delivered,train,SYNTHETIC
wh-0004,2025-09-15T17:30:00+05:30,reduce,shed,55.832,3.812461,30.703,3.812461,0.127556,0.033458,false,true,unavailable,train,SYNTHETIC
wh-0004,2025-09-17T18:45:00+05:30,reduce,shed,54.802,3.945895,28.316,3.945895,0.269754,0.068363,false,false,unavailable,train,SYNTHETIC
wh-0004,2025-09-23T08:15:00+05:30,increase,load_up,54.703,0.809527,2.974,3.166777,2.107,0.665345,true,false,partial,train,SYNTHETIC
wh-0004,2025-10-03T07:45:00+05:30,increase,load_up,57.174,0.948662,9.274,3.027642,2.025655,0.669054,true,false,partial,train,SYNTHETIC
wh-0004,2025-10-08T08:00:00+05:30,reduce,shed,54.691,2.21384,0.415,2.21384,0.12998,0.058712,false,true,unavailable,train,SYNTHETIC
wh-0004,2025-10-11T12:00:00+05:30,reduce,shed,57.797,2.222885,10.028,2.222885,1.761168,0.792289,true,false,partial,train,SYNTHETIC
wh-0004,2025-10-18T18:45:00+05:30,increase,load_up,51.006,0.985625,24.502,2.990679,0.801882,0.268127,true,true,override,train,SYNTHETIC
wh-0004,2025-10-23T21:45:00+05:30,reduce,shed,54.901,3.547159,22.754,3.547159,0.000268,7.6e-05,true,true,override,train,SYNTHETIC
wh-0004,2025-10-31T06:00:00+05:30,reduce,shed,56.081,3.371234,0.0,3.371234,3.007183,0.892013,true,false,delivered,train,SYNTHETIC
wh-0004,2025-11-05T20:45:00+05:30,reduce,shed,54.252,3.803133,13.341,3.803133,3.079208,0.80965,true,false,delivered,train,SYNTHETIC
wh-0004,2025-11-12T08:45:00+05:30,reduce,shed,58.047,2.194848,8.408,2.194848,1.699018,0.774094,true,false,partial,train,SYNTHETIC
wh-0004,2025-11-20T07:45:00+05:30,reduce,shed,52.731,3.493355,24.132,3.493355,0.15612,0.044691,false,false,unavailable,train,SYNTHETIC
wh-0004,2025-11-23T21:45:00+05:30,reduce,shed,55.685,3.748251,20.223,3.748251,3.151546,0.840804,true,false,delivered,train,SYNTHETIC
wh-0004,2025-12-01T20:15:00+05:30,increase,load_up,55.846,0.773649,9.657,3.202655,0.22465,0.070145,false,false,unavailable,train,SYNTHETIC
wh-0004,2025-12-04T19:30:00+05:30,reduce,shed,49.787,2.553185,4.588,2.553185,0.174115,0.068195,true,true,override,train,SYNTHETIC
wh-0004,2025-12-11T20:00:00+05:30,increase,load_up,50.234,0.954793,23.064,3.021511,2.6563,0.879129,true,false,delivered,train,SYNTHETIC
wh-0005,2025-06-22T08:00:00+05:30,reduce,shed,52.652,3.639066,27.478,3.639066,0.093046,0.025569,false,false,unavailable,train,SYNTHETIC
wh-0005,2025-06-28T18:15:00+05:30,reduce,shed,54.715,2.740861,38.571,2.740861,0.006869,0.002506,false,false,unavailable,train,SYNTHETIC
wh-0005,2025-07-03T17:15:00+05:30,reduce,shed,49.627,2.885838,18.64,2.885838,0.013055,0.004524,false,false,unavailable,train,SYNTHETIC
wh-0005,2025-07-07T08:00:00+05:30,reduce,shed,54.974,2.909932,0.0,2.909932,0.259211,0.089078,true,true,override,train,SYNTHETIC
wh-0005,2025-07-16T06:45:00+05:30,reduce,shed,51.41,3.672567,19.597,3.672567,2.441527,0.664801,true,false,partial,train,SYNTHETIC
wh-0005,2025-07-22T07:00:00+05:30,increase,load_up,51.959,0.509498,15.225,3.647724,0.28128,0.077111,false,false,unavailable,train,SYNTHETIC
wh-0005,2025-07-29T07:15:00+05:30,reduce,shed,54.968,3.044824,3.595,3.044824,2.780683,0.913249,true,false,delivered,train,SYNTHETIC
wh-0005,2025-08-02T07:30:00+05:30,reduce,shed,54.296,2.330752,30.649,2.330752,1.909149,0.819113,true,false,delivered,train,SYNTHETIC
wh-0005,2025-08-10T07:00:00+05:30,increase,load_up,54.682,0.688993,9.596,3.468229,0.241234,0.069556,false,false,unavailable,train,SYNTHETIC
wh-0005,2025-08-13T07:45:00+05:30,reduce,shed,53.48,4.064281,7.317,4.064281,2.943772,0.724303,true,false,partial,train,SYNTHETIC
wh-0005,2025-08-18T19:30:00+05:30,reduce,shed,55.161,2.304503,27.647,2.304503,2.068585,0.897628,true,false,delivered,train,SYNTHETIC
wh-0005,2025-08-26T12:15:00+05:30,reduce,shed,52.513,2.651772,29.488,2.651772,0.048004,0.018102,false,false,unavailable,train,SYNTHETIC
wh-0005,2025-09-02T17:15:00+05:30,reduce,shed,53.21,3.004884,0.0,3.004884,2.316885,0.77104,true,false,partial,train,SYNTHETIC
wh-0005,2025-09-05T19:45:00+05:30,reduce,shed,48.452,3.727868,2.67,3.727868,0.148565,0.039853,false,true,unavailable,train,SYNTHETIC
wh-0005,2025-09-11T19:30:00+05:30,reduce,shed,54.477,3.802528,0.332,3.802528,3.802528,1.0,true,false,delivered,train,SYNTHETIC
wh-0005,2025-09-17T06:30:00+05:30,increase,load_up,55.243,0.010963,17.131,4.146259,0.309191,0.074571,false,false,unavailable,train,SYNTHETIC
wh-0005,2025-09-26T21:15:00+05:30,increase,load_up,55.162,0.088939,3.135,4.068283,0.578975,0.142314,true,true,override,train,SYNTHETIC
wh-0005,2025-09-30T17:00:00+05:30,reduce,shed,47.644,3.088371,2.567,3.088371,0.18548,0.060058,true,true,override,train,SYNTHETIC
wh-0005,2025-10-06T21:15:00+05:30,reduce,shed,55.473,2.408158,3.317,2.408158,0.300625,0.124836,true,true,override,train,SYNTHETIC
wh-0005,2025-10-14T19:30:00+05:30,reduce,shed,53.996,2.769062,14.169,2.769062,2.477325,0.894644,true,false,delivered,train,SYNTHETIC
wh-0005,2025-10-20T07:15:00+05:30,reduce,shed,55.517,2.863441,23.746,2.863441,2.191764,0.76543,true,false,partial,train,SYNTHETIC
wh-0005,2025-10-24T20:30:00+05:30,reduce,shed,55.849,3.921609,19.383,3.921609,3.426882,0.873846,true,false,delivered,train,SYNTHETIC
wh-0005,2025-10-29T18:30:00+05:30,reduce,shed,53.767,2.59451,30.431,2.59451,0.093639,0.036091,false,true,unavailable,train,SYNTHETIC
wh-0005,2025-11-08T08:15:00+05:30,reduce,shed,55.389,2.664374,1.259,2.664374,2.589909,0.972052,true,false,delivered,train,SYNTHETIC
wh-0005,2025-11-13T07:00:00+05:30,increase,load_up,48.315,0.364936,16.829,3.792286,3.792286,1.0,true,false,delivered,train,SYNTHETIC
wh-0005,2025-11-18T17:30:00+05:30,reduce,shed,49.917,3.835527,29.709,3.835527,1.00656,0.262431,true,true,override,train,SYNTHETIC
wh-0005,2025-11-25T18:15:00+05:30,reduce,shed,51.286,3.527309,0.632,3.527309,3.102545,0.879578,true,false,delivered,train,SYNTHETIC
wh-0005,2025-12-01T08:00:00+05:30,reduce,shed,53.174,3.291706,4.512,3.291706,0.204134,0.062015,false,false,unavailable,train,SYNTHETIC
wh-0005,2025-12-07T19:45:00+05:30,reduce,shed,47.014,3.994795,24.812,3.994795,0.00076,0.00019,true,true,override,train,SYNTHETIC
wh-0005,2025-12-11T06:45:00+05:30,reduce,shed,54.463,4.053062,19.019,4.053062,0.001515,0.000374,true,true,override,train,SYNTHETIC
wh-0006,2025-06-21T19:15:00+05:30,reduce,shed,56.67,3.932266,43.845,3.932266,3.748888,0.953366,true,false,delivered,train,SYNTHETIC
wh-0006,2025-06-27T21:45:00+05:30,reduce,shed,51.19,3.384306,6.843,3.384306,0.150658,0.044517,false,true,unavailable,train,SYNTHETIC
wh-0006,2025-07-01T07:30:00+05:30,reduce,shed,55.675,4.122476,12.45,4.122476,3.488796,0.846287,true,false,delivered,train,SYNTHETIC
wh-0006,2025-07-07T06:15:00+05:30,increase,load_up,56.923,0.478382,18.85,3.750007,3.07294,0.819449,true,false,delivered,train,SYNTHETIC
wh-0006,2025-07-15T20:30:00+05:30,increase,load_up,50.24,0.453583,12.408,3.774806,0.720414,0.190848,true,true,override,train,SYNTHETIC
wh-0006,2025-07-19T17:45:00+05:30,reduce,shed,55.812,3.901533,34.51,3.901533,3.63651,0.932072,true,false,delivered,train,SYNTHETIC
wh-0006,2025-07-29T20:30:00+05:30,reduce,shed,57.402,3.873772,0.0,3.873772,3.777688,0.975196,true,false,delivered,train,SYNTHETIC
wh-0006,2025-08-03T20:30:00+05:30,reduce,shed,51.852,4.033969,14.503,4.033969,2.540569,0.629794,true,false,partial,train,SYNTHETIC
wh-0006,2025-08-10T12:30:00+05:30,reduce,shed,51.464,3.661107,23.467,3.661107,0.292978,0.080024,true,true,override,train,SYNTHETIC
wh-0006,2025-08-15T20:15:00+05:30,reduce,shed,52.931,4.024714,18.213,4.024714,0.059396,0.014758,false,true,unavailable,train,SYNTHETIC
wh-0006,2025-08-20T07:00:00+05:30,increase,load_up,55.158,0.954497,39.354,3.273892,0.143509,0.043834,false,false,unavailable,train,SYNTHETIC
wh-0006,2025-08-28T08:30:00+05:30,reduce,shed,57.176,2.626143,24.13,2.626143,2.052222,0.781459,true,false,partial,train,SYNTHETIC
wh-0006,2025-09-02T19:00:00+05:30,reduce,shed,53.38,2.455625,16.468,2.455625,0.025197,0.010261,false,false,unavailable,train,SYNTHETIC
wh-0006,2025-09-09T21:15:00+05:30,reduce,shed,53.107,3.011699,24.757,3.011699,0.79778,0.264894,true,true,override,train,SYNTHETIC
wh-0006,2025-09-15T20:30:00+05:30,reduce,shed,53.949,3.428191,0.0,3.428191,2.511144,0.732498,true,false,partial,train,SYNTHETIC
wh-0006,2025-09-20T08:45:00+05:30,reduce,shed,51.63,4.026076,39.469,4.026076,0.075852,0.01884,false,true,unavailable,train,SYNTHETIC
wh-0006,2025-09-27T18:45:00+05:30,reduce,shed,53.153,3.814689,4.663,3.814689,0.291333,0.076371,false,false,unavailable,train,SYNTHETIC
wh-0006,2025-09-30T19:30:00+05:30,reduce,shed,53.84,3.243147,20.009,3.243147,2.200792,0.678598,true,false,partial,train,SYNTHETIC
wh-0006,2025-10-09T19:00:00+05:30,reduce,shed,50.136,2.489706,18.223,2.489706,1.553194,0.623847,true,false,partial,train,SYNTHETIC
wh-0006,2025-10-11T07:30:00+05:30,reduce,shed,58.009,3.996403,9.801,3.996403,0.014216,0.003557,false,false,unavailable,train,SYNTHETIC
wh-0006,2025-10-17T19:00:00+05:30,reduce,shed,52.322,2.719227,39.664,2.719227,0.162095,0.059611,false,true,unavailable,train,SYNTHETIC
wh-0006,2025-10-24T07:00:00+05:30,reduce,shed,57.226,2.44907,15.858,2.44907,2.018268,0.824096,true,false,delivered,train,SYNTHETIC
wh-0006,2025-11-02T21:15:00+05:30,reduce,shed,57.852,4.046381,2.204,4.046381,3.783522,0.935039,true,false,delivered,train,SYNTHETIC
wh-0006,2025-11-08T20:15:00+05:30,reduce,shed,52.328,3.141112,14.001,3.141112,0.147997,0.047116,false,true,unavailable,train,SYNTHETIC
wh-0006,2025-11-11T18:00:00+05:30,reduce,shed,56.38,3.191807,12.976,3.191807,0.866659,0.271526,true,true,override,train,SYNTHETIC
wh-0006,2025-11-17T20:45:00+05:30,increase,load_up,57.227,0.806958,35.115,3.421431,0.169881,0.049652,false,false,unavailable,train,SYNTHETIC
wh-0006,2025-11-26T08:15:00+05:30,reduce,shed,53.962,3.23734,11.15,3.23734,0.635239,0.196223,true,true,override,train,SYNTHETIC
wh-0006,2025-11-29T08:45:00+05:30,reduce,shed,55.136,2.695002,19.901,2.695002,2.388848,0.886399,true,false,delivered,train,SYNTHETIC
wh-0006,2025-12-07T18:45:00+05:30,reduce,shed,54.539,3.287079,22.365,3.287079,0.023395,0.007117,false,false,unavailable,train,SYNTHETIC
wh-0006,2025-12-10T08:30:00+05:30,reduce,shed,49.133,4.020995,26.33,4.020995,0.281621,0.070038,false,false,unavailable,train,SYNTHETIC
