resource_id,timestamp,dispatched_kw,delivered_kw,is_available,has_override,dataset_split,provenance
ev_0004,2025-12-22T22:15:00+05:30,9.595,5.195,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0004,2025-12-23T22:15:00+05:30,8.57,4.775,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0004,2025-12-24T22:15:00+05:30,9.263,5.581,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0004,2025-12-25T22:15:00+05:30,4.055,2.18,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0004,2025-12-26T22:15:00+05:30,9.566,4.949,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0004,2025-12-27T22:15:00+05:30,4.993,3.159,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0004,2025-12-28T22:15:00+05:30,6.894,1.868,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0004,2025-12-29T22:15:00+05:30,6.491,2.243,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0004,2025-12-30T22:15:00+05:30,8.178,4.039,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0004,2025-12-31T22:15:00+05:30,5.848,1.843,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0004,2026-01-01T22:15:00+05:30,6.006,2.667,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0004,2026-01-02T22:15:00+05:30,9.693,4.974,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0004,2026-01-03T22:15:00+05:30,4.746,2.423,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0004,2026-01-04T22:15:00+05:30,7.397,3.219,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0004,2026-01-05T22:15:00+05:30,6.461,3.813,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0004,2026-01-06T22:15:00+05:30,7.068,1.831,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0004,2026-01-07T22:15:00+05:30,4.823,2.617,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0004,2026-01-08T22:15:00+05:30,7.183,2.259,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0004,2026-01-09T22:15:00+05:30,5.941,1.945,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0004,2026-01-10T22:15:00+05:30,7.4,0.0,false,false,train,synthetic outcome calibrated from linked ACN session
ev_0004,2026-01-11T22:15:00+05:30,6.466,1.078,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0004,2026-01-12T22:15:00+05:30,5.991,3.082,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0004,2026-01-13T22:15:00+05:30,4.196,0.997,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0004,2026-01-14T22:15:00+05:30,6.41,0.911,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-16T22:45:00+05:30,2.799,1.432,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-17T22:45:00+05:30,4.6,2.341,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-18T22:45:00+05:30,3.152,1.804,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-19T22:45:00+05:30,3.789,1.774,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-20T22:45:00+05:30,5.194,0.0,false,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-21T22:45:00+05:30,6.068,2.941,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-22T22:45:00+05:30,2.925,1.618,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-23T22:45:00+05:30,5.393,0.0,false,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-24T22:45:00+05:30,3.144,2.001,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-25T22:45:00+05:30,3.613,1.775,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-26T22:45:00+05:30,5.071,2.75,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-27T22:45:00+05:30,3.721,2.363,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-28T22:45:00+05:30,4.067,2.093,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-29T22:45:00+05:30,4.796,2.226,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-30T22:45:00+05:30,3.653,0.814,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0005,2025-12-31T22:45:00+05:30,4.036,2.389,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2026-01-01T22:45:00+05:30,4.181,2.509,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2026-01-02T22:45:00+05:30,5.854,2.851,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2026-01-03T22:45:00+05:30,3.693,1.954,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2026-01-04T22:45:00+05:30,4.723,2.758,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2026-01-05T22:45:00+05:30,5.524,3.382,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2026-01-06T22:45:00+05:30,4.731,2.732,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2026-01-07T22:45:00+05:30,4.637,2.112,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2026-01-08T22:45:00+05:30,4.374,2.173,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2026-01-09T22:45:00+05:30,6.151,3.571,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2026-01-10T22:45:00+05:30,2.609,1.542,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2026-01-11T22:45:00+05:30,6.126,3.271,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2026-01-12T22:45:00+05:30,4.455,2.315,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2026-01-13T22:45:00+05:30,2.603,1.453,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0005,2026-01-14T22:45:00+05:30,4.172,0.346,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-16T01:00:00+05:30,21.775,21.775,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-17T01:00:00+05:30,20.647,0.0,false,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-18T01:00:00+05:30,19.829,0.0,false,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-19T01:00:00+05:30,11.996,11.786,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-20T01:00:00+05:30,19.37,19.37,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-21T01:00:00+05:30,10.031,10.031,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-22T01:00:00+05:30,11.249,10.02,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-23T01:00:00+05:30,17.56,17.222,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-24T01:00:00+05:30,17.853,17.853,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-25T01:00:00+05:30,20.961,20.961,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-26T01:00:00+05:30,19.684,0.0,false,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-27T01:00:00+05:30,11.944,11.19,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-28T01:00:00+05:30,11.614,11.614,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-29T01:00:00+05:30,9.713,9.713,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-30T01:00:00+05:30,18.422,17.732,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2025-12-31T01:00:00+05:30,15.421,14.992,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2026-01-01T01:00:00+05:30,8.976,8.402,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2026-01-02T01:00:00+05:30,12.384,7.145,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0006,2026-01-03T01:00:00+05:30,9.198,8.875,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2026-01-04T01:00:00+05:30,11.389,0.0,false,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2026-01-05T01:00:00+05:30,19.318,19.318,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2026-01-06T01:00:00+05:30,8.835,6.036,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0006,2026-01-07T01:00:00+05:30,20.03,20.03,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2026-01-08T01:00:00+05:30,17.625,16.085,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2026-01-09T01:00:00+05:30,21.102,19.944,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2026-01-10T01:00:00+05:30,10.555,10.555,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2026-01-11T01:00:00+05:30,17.686,16.149,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2026-01-12T01:00:00+05:30,8.959,8.959,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2026-01-13T01:00:00+05:30,14.647,14.647,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0006,2026-01-14T01:00:00+05:30,17.232,17.232,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-16T20:15:00+05:30,2.586,1.731,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-17T20:15:00+05:30,2.361,1.204,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-18T20:15:00+05:30,2.358,1.323,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-19T20:15:00+05:30,2.981,1.51,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-20T20:15:00+05:30,2.131,0.57,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-21T20:15:00+05:30,3.333,1.962,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-22T20:15:00+05:30,1.89,1.023,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-23T20:15:00+05:30,1.93,0.988,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-24T20:15:00+05:30,2.393,1.304,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-25T20:15:00+05:30,2.998,1.625,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-26T20:15:00+05:30,2.706,1.277,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-27T20:15:00+05:30,2.928,1.451,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-28T20:15:00+05:30,1.984,1.187,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-29T20:15:00+05:30,1.642,1.001,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-30T20:15:00+05:30,2.948,1.426,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2025-12-31T20:15:00+05:30,3.449,1.651,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2026-01-01T20:15:00+05:30,1.935,1.391,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2026-01-02T20:15:00+05:30,2.258,1.448,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2026-01-03T20:15:00+05:30,3.113,1.686,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2026-01-04T20:15:00+05:30,1.752,0.906,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2026-01-05T20:15:00+05:30,1.847,1.152,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2026-01-06T20:15:00+05:30,3.453,2.065,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2026-01-07T20:15:00+05:30,1.793,0.894,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2026-01-08T20:15:00+05:30,3.047,1.898,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2026-01-09T20:15:00+05:30,2.147,1.208,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2026-01-10T20:15:00+05:30,1.874,0.928,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2026-01-11T20:15:00+05:30,2.659,1.443,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2026-01-12T20:15:00+05:30,2.066,1.322,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2026-01-13T20:15:00+05:30,1.946,0.861,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0007,2026-01-14T20:15:00+05:30,1.719,0.824,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-16T11:00:00+05:30,1.665,1.524,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-17T11:00:00+05:30,1.48,1.404,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-18T11:00:00+05:30,2.306,2.306,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-19T11:00:00+05:30,1.853,0.0,false,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-20T11:00:00+05:30,1.115,1.115,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-21T11:00:00+05:30,2.299,2.299,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-22T11:00:00+05:30,1.904,1.904,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-23T11:00:00+05:30,1.102,1.078,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-24T11:00:00+05:30,1.165,1.165,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-25T11:00:00+05:30,2.168,2.168,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-26T11:00:00+05:30,1.553,1.524,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-27T11:00:00+05:30,1.883,1.716,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-28T11:00:00+05:30,1.468,1.468,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-29T11:00:00+05:30,1.077,1.077,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-30T11:00:00+05:30,1.433,1.268,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2025-12-31T11:00:00+05:30,1.65,1.533,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2026-01-01T11:00:00+05:30,2.135,0.642,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0008,2026-01-02T11:00:00+05:30,1.671,1.671,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2026-01-03T11:00:00+05:30,1.403,1.403,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2026-01-04T11:00:00+05:30,1.769,1.69,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2026-01-05T11:00:00+05:30,1.504,1.504,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2026-01-06T11:00:00+05:30,1.291,1.291,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2026-01-07T11:00:00+05:30,2.183,2.166,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2026-01-08T11:00:00+05:30,1.653,1.653,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2026-01-09T11:00:00+05:30,1.008,1.008,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2026-01-10T11:00:00+05:30,2.091,2.091,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2026-01-11T11:00:00+05:30,1.949,1.929,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2026-01-12T11:00:00+05:30,1.19,0.604,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0008,2026-01-13T11:00:00+05:30,2.264,2.264,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0008,2026-01-14T11:00:00+05:30,1.46,1.405,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0009,2025-12-16T21:15:00+05:30,1.611,0.138,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0009,2025-12-17T21:15:00+05:30,1.377,0.781,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0009,2025-12-18T21:15:00+05:30,1.546,0.272,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0009,2025-12-19T21:15:00+05:30,1.89,0.346,true,true,train,synthetic outcome calibrated from linked ACN session
ev_0009,2025-12-20T21:15:00+05:30,2.173,1.117,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0009,2025-12-21T21:15:00+05:30,2.828,1.302,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0009,2025-12-22T21:15:00+05:30,2.223,1.324,true,false,train,synthetic outcome calibrated from linked ACN session
ev_0009,2025-12-23T21:15:00+05:30,2.897,1.453,true,false,train,synthetic outcome calibrated from linked ACN session
