station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,alti,mslp,vsby,gust,wxcodes,metar
VAAH,2025-01-01 13:00,72.6346,23.0772,55.00,77.00,59.00,53.80,10.00,8.00,30.00,,1.24,,FU,VAAH 010730Z 01008KT 2000 FU NSC 25/15 Q1016 BECMG 3000
VAAH,2025-01-01 13:30,72.6346,23.0772,55.00,77.00,59.00,53.80,50.00,6.00,29.97,,1.86,,FU,VAAH 010800Z 05006KT 3000 FU NSC 25/15 Q1015 NOSIG
VAAH,2025-01-01 14:00,72.6346,23.0772,55.00,77.00,59.00,53.80,10.00,7.00,29.94,,1.86,,FU,VAAH 010830Z 01007KT 3000 FU NSC 25/15 Q1014 NOSIG
VAAH,2025-01-01 14:30,72.6346,23.0772,55.00,78.80,59.00,50.69,40.00,8.00,29.94,,2.49,,FU,VAAH 010900Z 04008KT 4000 FU NSC 26/15 Q1014 NOSIG
VAAH,2025-01-01 15:00,72.6346,23.0772,55.00,78.80,59.00,50.69,20.00,6.00,29.94,,2.49,,FU,VAAH 010930Z 02006KT 4000 FU NSC 26/15 Q1014 NOSIG
VAAH,2025-01-01 15:30,72.6346,23.0772,55.00,80.60,57.20,44.80,30.00,7.00,29.91,,2.49,,FU,VAAH 011000Z 03007KT 4000 FU NSC 27/14 Q1013 BECMG 5000
VAAH,2025-01-01 16:00,72.6346,23.0772,55.00,80.60,57.20,44.80,10.00,8.00,29.91,,3.11,,FU,VAAH 011030Z 01008KT 5000 FU NSC 27/14 Q1013 NOSIG
VAAH,2025-01-01 16:30,72.6346,23.0772,55.00,78.80,57.20,47.52,360.00,6.00,29.91,,3.11,,FU,VAAH 011100Z 36006KT 5000 FU NSC 26/14 Q1013 NOSIG
VAAH,2025-01-01 17:00,72.6346,23.0772,55.00,78.80,57.20,47.52,10.00,7.00,29.91,,3.11,,FU,VAAH 011130Z 01007KT 5000 FU NSC 26/14 Q1013 NOSIG
VAAH,2025-01-01 17:30,72.6346,23.0772,55.00,78.80,57.20,47.52,20.00,5.00,29.91,,3.11,,FU,VAAH 011200Z 02005KT 5000 FU NSC 26/14 Q1013 BECMG 4000
VAAH,2025-01-01 18:00,72.6346,23.0772,55.00,77.00,57.20,50.43,10.00,5.00,29.94,,2.49,,FU,VAAH 011230Z 01005KT 4000 FU NSC 25/14 Q1014 NOSIG
VAAH,2025-01-01 18:30,72.6346,23.0772,55.00,75.20,55.40,50.17,360.00,6.00,29.94,,2.49,,FU,VAAH 011300Z 36006KT 4000 FU NSC 24/13 Q1014 TEMPO 3000
VAAH,2025-01-01 19:00,72.6346,23.0772,55.00,73.40,55.40,53.29,30.00,2.00,29.94,,1.86,,FU,VAAH 011330Z 03002KT 3000 FU NSC 23/13 Q1014 NOSIG
VAAH,2025-01-01 19:30,72.6346,23.0772,55.00,71.60,55.40,56.63,10.00,4.00,29.97,,1.86,,FU,VAAH 011400Z 01004KT 3000 FU NSC 22/13 Q1015 NOSIG
VAAH,2025-01-01 20:00,72.6346,23.0772,55.00,69.80,57.20,64.26,360.00,3.00,29.97,,1.86,,FU,VAAH 011430Z 36003KT 3000 FU NSC 21/14 Q1015 NOSIG
VAAH,2025-01-01 20:30,72.6346,23.0772,55.00,69.80,55.40,60.21,0.00,0.00,29.97,,1.86,,FU,VAAH 011500Z 00000KT 3000 FU NSC 21/13 Q1015 NOSIG
VAAH,2025-01-01 21:00,72.6346,23.0772,55.00,69.80,57.20,64.26,30.00,4.00,30.00,,1.86,,HZ,VAAH 011530Z 03004KT 3000 HZ NSC 21/14 Q1016 NOSIG
VAAH,2025-01-01 21:30,72.6346,23.0772,55.00,69.80,55.40,60.21,20.00,5.00,30.00,,1.86,,HZ,VAAH 011600Z 02005KT 3000 HZ NSC 21/13 Q1016 NOSIG
VAAH,2025-01-01 22:00,72.6346,23.0772,55.00,69.80,50.00,49.37,20.00,6.00,30.00,,1.86,,HZ,VAAH 011630Z 02006KT 3000 HZ NSC 21/10 Q1016 NOSIG
VAAH,2025-01-01 22:30,72.6346,23.0772,55.00,68.00,50.00,52.51,10.00,7.00,30.00,,1.86,,HZ,VAAH 011700Z 01007KT 3000 HZ NSC 20/10 Q1016 NOSIG
VAAH,2025-01-01 23:00,72.6346,23.0772,55.00,68.00,50.00,52.51,20.00,7.00,30.00,,1.86,,HZ,VAAH 011730Z 02007KT 3000 HZ NSC 20/10 Q1016 NOSIG
VAAH,2025-01-01 23:30,72.6346,23.0772,55.00,66.20,51.80,59.74,30.00,7.00,30.00,,1.86,,HZ,VAAH 011800Z 03007KT 3000 HZ NSC 19/11 Q1016 NOSIG
VAAH,2025-01-02 00:00,72.6346,23.0772,55.00,66.20,51.80,59.74,30.00,7.00,30.00,,1.86,,HZ,VAAH 011830Z 03007KT 3000 HZ NSC 19/11 Q1016 NOSIG
VAAH,2025-01-02 00:30,72.6346,23.0772,55.00,66.20,51.80,59.74,40.00,8.00,30.00,,1.86,,HZ,VAAH 011900Z 04008KT 3000 HZ NSC 19/11 Q1016 NOSIG
VAAH,2025-01-02 01:00,72.6346,23.0772,55.00,64.40,51.80,63.60,40.00,6.00,30.00,,1.86,,HZ,VAAH 011930Z 04006KT 3000 HZ NSC 18/11 Q1016 NOSIG
VAAH,2025-01-02 01:30,72.6346,23.0772,55.00,64.40,51.80,63.60,40.00,7.00,29.97,,1.86,,HZ,VAAH 012000Z 04007KT 3000 HZ NSC 18/11 Q1015 NOSIG
VAAH,2025-01-02 02:00,72.6346,23.0772,55.00,64.40,51.80,63.60,40.00,7.00,29.97,,1.86,,HZ,VAAH 012030Z 04007KT 3000 HZ NSC 18/11 Q1015 NOSIG
VAAH,2025-01-02 02:30,72.6346,23.0772,55.00,64.40,51.80,63.60,40.00,9.00,29.97,,1.86,,HZ,VAAH 012100Z 04009KT 3000 HZ NSC 18/11 Q1015 NOSIG
VAAH,2025-01-02 03:00,72.6346,23.0772,55.00,64.40,53.60,67.95,40.00,7.00,29.97,,1.86,,HZ,VAAH 012130Z 04007KT 3000 HZ NSC 18/12 Q1015 NOSIG
VAAH,2025-01-02 03:30,72.6346,23.0772,55.00,62.60,53.60,72.38,30.00,9.00,29.97,,1.86,,HZ,VAAH 012200Z 03009KT 3000 HZ NSC 17/12 Q1015 NOSIG
VAAH,2025-01-02 04:00,72.6346,23.0772,55.00,62.60,53.60,72.38,30.00,9.00,29.97,,1.86,,HZ,VAAH 012230Z 03009KT 3000 HZ NSC 17/12 Q1015 NOSIG
VAAH,2025-01-02 04:30,72.6346,23.0772,55.00,60.80,51.80,72.20,20.00,8.00,29.94,,1.86,,HZ,VAAH 012300Z 02008KT 3000 HZ NSC 16/11 Q1014 NOSIG
VAAH,2025-01-02 05:00,72.6346,23.0772,55.00,60.80,51.80,72.20,30.00,8.00,29.97,,1.86,,HZ,VAAH 012330Z 03008KT 3000 HZ NSC 16/11 Q1015 NOSIG
VAAH,2025-01-02 05:30,72.6346,23.0772,55.00,60.80,50.00,67.54,30.00,8.00,29.97,,1.86,,HZ,VAAH 020000Z 03008KT 3000 HZ NSC 16/10 Q1015 NOSIG
VAAH,2025-01-02 06:00,72.6346,23.0772,55.00,60.80,50.00,67.54,20.00,8.00,29.97,,1.86,,HZ,VAAH 020030Z 02008KT 3000 HZ NSC 16/10 Q1015 NOSIG
VAAH,2025-01-02 06:30,72.6346,23.0772,55.00,59.00,48.20,67.33,20.00,8.00,29.97,,1.86,,HZ,VAAH 020100Z 02008KT 3000 HZ NSC 15/09 Q1015 NOSIG
VAAH,2025-01-02 07:00,72.6346,23.0772,55.00,59.00,48.20,67.33,20.00,8.00,30.00,,1.86,,HZ,VAAH 020130Z 02008KT 3000 HZ NSC 15/09 Q1016 TEMPO 2000
VAAH,2025-01-02 07:30,72.6346,23.0772,55.00,59.00,48.20,67.33,20.00,7.00,30.00,,1.24,,HZ,VAAH 020200Z 02007KT 2000 HZ NSC 15/09 Q1016 TEMPO 1500
VAAH,2025-01-02 08:00,72.6346,23.0772,55.00,60.80,50.00,67.54,30.00,8.00,30.00,,1.24,,HZ,VAAH 020230Z 03008KT 2000 HZ NSC 16/10 Q1016 TEMPO 1500
VAAH,2025-01-02 08:30,72.6346,23.0772,55.00,62.60,48.20,59.26,40.00,10.00,30.03,,1.24,,HZ,VAAH 020300Z 04010KT 2000 HZ NSC 17/09 Q1017 NOSIG
VAAH,2025-01-02 09:00,72.6346,23.0772,55.00,64.40,50.00,59.50,30.00,10.00,30.03,,1.55,,HZ,VAAH 020330Z 03010KT 2500 HZ NSC 18/10 Q1017 BECMG 3000 FU
VAAH,2025-01-02 09:30,72.6346,23.0772,55.00,66.20,51.80,59.74,50.00,9.00,30.06,,1.86,,FU,VAAH 020400Z 05009KT 3000 FU NSC 19/11 Q1018 NOSIG
VAAH,2025-01-02 10:00,72.6346,23.0772,55.00,68.00,51.80,56.13,60.00,11.00,30.06,,1.86,,FU,VAAH 020430Z 06011KT 3000 FU NSC 20/11 Q1018 NOSIG
VAAH,2025-01-02 10:30,72.6346,23.0772,55.00,69.80,53.60,56.38,50.00,9.00,30.06,,1.86,,FU,VAAH 020500Z 05009KT 3000 FU NSC 21/12 Q1018 NOSIG
VAAH,2025-01-02 11:00,72.6346,23.0772,55.00,71.60,53.60,53.03,30.00,7.00,30.06,,1.86,,FU,VAAH 020530Z 03007KT 3000 FU NSC 22/12 Q1018 NOSIG
VAAH,2025-01-02 11:30,72.6346,23.0772,55.00,75.20,55.40,50.17,40.00,7.00,30.03,,1.86,,FU,VAAH 020600Z 04007KT 3000 FU NSC 24/13 Q1017 BECMG 4000
VAAH,2025-01-02 12:00,72.6346,23.0772,55.00,77.00,57.20,50.43,30.00,8.00,30.03,,2.17,,FU,VAAH 020630Z 03008KT 3500 FU NSC 25/14 Q1017 NOSIG
VAAH,2025-01-02 12:30,72.6346,23.0772,55.00,77.00,55.40,47.25,50.00,6.00,30.00,,2.17,,FU,VAAH 020700Z 05006KT 3500 FU NSC 25/13 Q1016 NOSIG
VAAH,2025-01-02 13:00,72.6346,23.0772,55.00,78.80,55.40,44.52,20.00,5.00,29.97,,2.17,,FU,VAAH 020730Z 02005KT 3500 FU NSC 26/13 Q1015 BECMG 4000
VAAH,2025-01-02 13:30,72.6346,23.0772,55.00,80.60,57.20,44.80,50.00,7.00,29.97,,2.49,,FU,VAAH 020800Z 05007KT 4000 FU NSC 27/14 Q1015 NOSIG
VAAH,2025-01-02 14:00,72.6346,23.0772,55.00,82.40,57.20,42.25,40.00,6.00,29.94,,2.49,,FU,VAAH 020830Z 04006KT 4000 FU NSC 28/14 Q1014 NOSIG
VAAH,2025-01-02 14:30,72.6346,23.0772,55.00,82.40,57.20,42.25,60.00,4.00,29.94,,2.49,,FU,VAAH 020900Z 06004KT 4000 FU NSC 28/14 Q1014 NOSIG
VAAH,2025-01-02 15:00,72.6346,23.0772,55.00,84.20,57.20,39.86,60.00,5.00,29.91,,2.49,,FU,VAAH 020930Z 06005KT 4000 FU NSC 29/14 Q1013 NOSIG
VAAH,2025-01-02 15:30,72.6346,23.0772,55.00,84.20,57.20,39.86,30.00,4.00,29.91,,2.49,,FU,VAAH 021000Z 03004KT 4000 FU NSC 29/14 Q1013 NOSIG
VAAH,2025-01-02 16:00,72.6346,23.0772,55.00,84.20,59.00,42.52,70.00,4.00,29.91,,2.49,,FU,VAAH 021030Z 07004KT 4000 FU NSC 29/15 Q1013 NOSIG
VAAH,2025-01-02 16:30,72.6346,23.0772,55.00,82.40,59.00,45.07,40.00,4.00,29.91,,2.49,,FU,VAAH 021100Z 04004KT 4000 FU NSC 28/15 Q1013 NOSIG
VAAH,2025-01-02 17:00,72.6346,23.0772,55.00,82.40,59.00,45.07,80.00,4.00,29.91,,2.49,,FU,VAAH 021130Z 08004KT 4000 FU NSC 28/15 Q1013 NOSIG
VAAH,2025-01-02 17:30,72.6346,23.0772,55.00,82.40,60.80,48.05,50.00,5.00,29.91,,2.49,,FU,VAAH 021200Z 05005KT 4000 FU NSC 28/16 Q1013 NOSIG
VAAH,2025-01-02 18:00,72.6346,23.0772,55.00,78.80,59.00,50.69,10.00,5.00,29.94,,1.86,,FU,VAAH 021230Z 01005KT 3000 FU NSC 26/15 Q1014 NOSIG
VAAH,2025-01-02 18:30,72.6346,23.0772,55.00,78.80,59.00,50.69,10.00,4.00,29.94,,1.86,,FU,VAAH 021300Z 01004KT 3000 FU NSC 26/15 Q1014 NOSIG
VAAH,2025-01-02 19:00,72.6346,23.0772,55.00,77.00,59.00,53.80,30.00,5.00,29.94,,1.86,,FU,VAAH 021330Z 03005KT 3000 FU NSC 25/15 Q1014 NOSIG
VAAH,2025-01-02 19:30,72.6346,23.0772,55.00,77.00,57.20,50.43,10.00,4.00,29.97,,1.86,,FU,VAAH 021400Z 01004KT 3000 FU NSC 25/14 Q1015 NOSIG
VAAH,2025-01-02 20:00,72.6346,23.0772,55.00,75.20,57.20,53.55,10.00,3.00,29.97,,1.86,,FU,VAAH 021430Z 01003KT 3000 FU NSC 24/14 Q1015 NOSIG
VAAH,2025-01-02 20:30,72.6346,23.0772,55.00,71.60,57.20,60.44,10.00,2.00,29.97,,1.86,,FU,VAAH 021500Z 01002KT 3000 FU NSC 22/14 Q1015 NOSIG
VAAH,2025-01-02 21:00,72.6346,23.0772,55.00,71.60,57.20,60.44,350.00,2.00,30.00,,1.55,,HZ,VAAH 021530Z 35002KT 2500 HZ NSC 22/14 Q1016 NOSIG
VAAH,2025-01-02 21:30,72.6346,23.0772,55.00,68.00,59.00,72.92,10.00,2.00,30.00,,1.55,,HZ,VAAH 021600Z 01002KT 2500 HZ NSC 20/15 Q1016 NOSIG
VAAH,2025-01-02 22:00,72.6346,23.0772,55.00,68.00,59.00,72.92,10.00,3.00,30.00,,1.55,,HZ,VAAH 021630Z 01003KT 2500 HZ NSC 20/15 Q1016 NOSIG
VAAH,2025-01-02 22:30,72.6346,23.0772,55.00,68.00,57.20,68.35,20.00,3.00,30.00,,1.55,,HZ,VAAH 021700Z 02003KT 2500 HZ NSC 20/14 Q1016 NOSIG
VAAH,2025-01-02 23:00,72.6346,23.0772,55.00,66.20,57.20,72.74,0.00,0.00,30.00,,1.55,,HZ,VAAH 021730Z 00000KT 2500 HZ NSC 19/14 Q1016 NOSIG
VAAH,2025-01-02 23:30,72.6346,23.0772,55.00,68.00,53.60,59.97,30.00,3.00,30.00,,1.55,,HZ,VAAH 021800Z 03003KT 2500 HZ NSC 20/12 Q1016 NOSIG
VAAH,2025-01-03 00:00,72.6346,23.0772,55.00,68.00,50.00,52.51,40.00,3.00,29.97,,1.55,,HZ,VAAH 021830Z 04003KT 2500 HZ NSC 20/10 Q1015 NOSIG
VAAH,2025-01-03 00:30,72.6346,23.0772,55.00,66.20,50.00,55.88,20.00,3.00,29.97,,1.55,,HZ,VAAH 021900Z 02003KT 2500 HZ NSC 19/10 Q1015 NOSIG
VAAH,2025-01-03 01:00,72.6346,23.0772,55.00,64.40,48.20,55.63,20.00,3.00,29.97,,1.55,,HZ,VAAH 021930Z 02003KT 2500 HZ NSC 18/09 Q1015 NOSIG
VAAH,2025-01-03 01:30,72.6346,23.0772,55.00,62.60,48.20,59.26,0.00,0.00,29.97,,1.55,,HZ,VAAH 022000Z 00000KT 2500 HZ NSC 17/09 Q1015 NOSIG
VAAH,2025-01-03 02:00,72.6346,23.0772,55.00,62.60,48.20,59.26,40.00,3.00,29.97,,1.55,,HZ,VAAH 022030Z 04003KT 2500 HZ NSC 17/09 Q1015 NOSIG
VAAH,2025-01-03 02:30,72.6346,23.0772,55.00,62.60,44.60,51.72,20.00,3.00,29.97,,1.86,,FU,VAAH 022100Z 02003KT 3000 FU NSC 17/07 Q1015 NOSIG
VAAH,2025-01-03 03:00,72.6346,23.0772,55.00,62.60,44.60,51.72,10.00,3.00,29.97,,1.86,,FU,VAAH 022130Z 01003KT 3000 FU NSC 17/07 Q1015 NOSIG
VAAH,2025-01-03 03:30,72.6346,23.0772,55.00,60.80,44.60,55.12,20.00,3.00,29.94,,1.86,,FU,VAAH 022200Z 02003KT 3000 FU NSC 16/07 Q1014 NOSIG
VAAH,2025-01-03 04:00,72.6346,23.0772,55.00,60.80,44.60,55.12,20.00,3.00,29.94,,1.86,,FU,VAAH 022230Z 02003KT 3000 FU NSC 16/07 Q1014 NOSIG
VAAH,2025-01-03 04:30,72.6346,23.0772,55.00,60.80,46.40,59.01,10.00,3.00,29.97,,1.86,,FU,VAAH 022300Z 01003KT 3000 FU NSC 16/08 Q1015 NOSIG
VAAH,2025-01-03 05:00,72.6346,23.0772,55.00,60.80,46.40,59.01,30.00,3.00,29.97,,1.86,,FU,VAAH 022330Z 03003KT 3000 FU NSC 16/08 Q1015 NOSIG
VAAH,2025-01-03 05:30,72.6346,23.0772,55.00,60.80,46.40,59.01,30.00,3.00,29.97,,1.86,,FU,VAAH 030000Z 03003KT 3000 FU NSC 16/08 Q1015 NOSIG
VAAH,2025-01-03 06:00,72.6346,23.0772,55.00,60.80,48.20,63.15,50.00,4.00,29.97,,1.86,,FU,VAAH 030030Z 05004KT 3000 FU NSC 16/09 Q1015 NOSIG
VAAH,2025-01-03 06:30,72.6346,23.0772,55.00,60.80,48.20,63.15,50.00,3.00,29.97,,1.86,,FU,VAAH 030100Z 05003KT 3000 FU NSC 16/09 Q1015 NOSIG
VAAH,2025-01-03 07:00,72.6346,23.0772,55.00,62.60,48.20,59.26,50.00,4.00,29.97,,1.86,,HZ,VAAH 030130Z 05004KT 3000 HZ NSC 17/09 Q1015 TEMPO 2000
VAAH,2025-01-03 07:30,72.6346,23.0772,55.00,62.60,48.20,59.26,40.00,3.00,29.97,,1.55,,HZ,VAAH 030200Z 04003KT 2500 HZ NSC 17/09 Q1015 TEMPO 2000
VAAH,2025-01-03 08:00,72.6346,23.0772,55.00,62.60,48.20,59.26,40.00,4.00,30.00,,1.55,,HZ,VAAH 030230Z 04004KT 2500 HZ NSC 17/09 Q1016 TEMPO 2000
VAAH,2025-01-03 08:30,72.6346,23.0772,55.00,62.60,48.20,59.26,10.00,5.00,30.00,,1.55,,HZ,VAAH 030300Z 01005KT 2500 HZ NSC 17/09 Q1016 NOSIG
VAAH,2025-01-03 09:00,72.6346,23.0772,55.00,62.60,50.00,63.38,30.00,6.00,30.03,,1.55,,HZ,VAAH 030330Z 03006KT 2500 HZ NSC 17/10 Q1017 NOSIG
VAAH,2025-01-03 09:30,72.6346,23.0772,55.00,64.40,50.00,59.50,20.00,6.00,30.03,,1.55,,HZ,VAAH 030400Z 02006KT 2500 HZ NSC 18/10 Q1017 NOSIG
VAAH,2025-01-03 10:00,72.6346,23.0772,55.00,68.00,50.00,52.51,30.00,5.00,30.03,,1.86,,HZ,VAAH 030430Z 03005KT 3000 HZ NSC 20/10 Q1017 NOSIG
VAAH,2025-01-03 10:30,72.6346,23.0772,55.00,71.60,50.00,46.43,20.00,5.00,30.03,,1.86,,HZ,VAAH 030500Z 02005KT 3000 HZ NSC 22/10 Q1017 NOSIG
VAAH,2025-01-03 11:00,72.6346,23.0772,55.00,73.40,51.80,46.71,10.00,4.00,30.03,,1.86,,HZ,VAAH 030530Z 01004KT 3000 HZ NSC 23/11 Q1017 NOSIG
VAAH,2025-01-03 11:30,72.6346,23.0772,55.00,75.20,51.80,43.97,350.00,6.00,30.03,,1.86,,HZ,VAAH 030600Z 35006KT 3000 HZ NSC 24/11 Q1017 NOSIG
VAAH,2025-01-03 12:00,72.6346,23.0772,55.00,75.20,51.80,43.97,30.00,6.00,30.03,,1.86,,HZ,VAAH 030630Z 03006KT 3000 HZ NSC 24/11 Q1017 NOSIG
VAAH,2025-01-03 12:30,72.6346,23.0772,55.00,77.00,51.80,41.42,10.00,4.00,30.00,,1.86,,FU,VAAH 030700Z 01004KT 3000 FU NSC 25/11 Q1016 NOSIG
VAAH,2025-01-03 13:00,72.6346,23.0772,55.00,78.80,53.60,41.69,10.00,5.00,29.97,,2.49,,FU,VAAH 030730Z 01005KT 4000 FU NSC 26/12 Q1015 NOSIG
VAAH,2025-01-03 13:30,72.6346,23.0772,55.00,80.60,51.80,36.79,10.00,4.00,29.97,,2.49,,FU,VAAH 030800Z 01004KT 4000 FU NSC 27/11 Q1015 NOSIG
VAAH,2025-01-03 14:00,72.6346,23.0772,55.00,82.40,50.00,32.46,20.00,3.00,29.94,,2.49,,FU,VAAH 030830Z 02003KT 4000 FU NSC 28/10 Q1014 NOSIG
VAAH,2025-01-03 14:30,72.6346,23.0772,55.00,84.20,50.00,30.62,10.00,5.00,29.94,,2.49,,FU,VAAH 030900Z 01005KT 4000 FU NSC 29/10 Q1014 NOSIG
VAAH,2025-01-03 15:00,72.6346,23.0772,55.00,84.20,50.00,30.62,30.00,5.00,29.94,,2.49,,FU,VAAH 030930Z 03005KT 4000 FU NSC 29/10 Q1014 NOSIG
VAAH,2025-01-03 15:30,72.6346,23.0772,55.00,86.00,44.60,23.59,100.00,3.00,29.91,,2.49,,FU,VAAH 031000Z 10003KT 4000 FU NSC 30/07 Q1013 NOSIG
VAAH,2025-01-03 16:00,72.6346,23.0772,55.00,86.00,48.20,27.03,0.00,0.00,29.91,,2.49,,FU,VAAH 031030Z 00000KT 4000 FU NSC 30/09 Q1013 NOSIG
VAAH,2025-01-03 16:30,72.6346,23.0772,55.00,84.20,50.00,30.62,10.00,4.00,29.91,,2.49,,FU,VAAH 031100Z 01004KT 4000 FU NSC 29/10 Q1013 NOSIG
VAAH,2025-01-03 17:00,72.6346,23.0772,55.00,84.20,51.80,32.73,10.00,4.00,29.91,,2.49,,FU,VAAH 031130Z 01004KT 4000 FU NSC 29/11 Q1013 NOSIG
VAAH,2025-01-03 17:30,72.6346,23.0772,55.00,82.40,50.00,32.46,10.00,4.00,29.91,,2.49,,FU,VAAH 031200Z 01004KT 4000 FU NSC 28/10 Q1013 NOSIG
VAAH,2025-01-03 18:00,72.6346,23.0772,55.00,80.60,51.80,36.79,0.00,0.00,29.91,,2.17,,FU,VAAH 031230Z 00000KT 3500 FU NSC 27/11 Q1013 NOSIG
VAAH,2025-01-03 18:30,72.6346,23.0772,55.00,77.00,51.80,41.42,0.00,0.00,29.91,,1.86,,FU,VAAH 031300Z 00000KT 3000 FU NSC 25/11 Q1013 BECMG 2000
VAAH,2025-01-03 19:00,72.6346,23.0772,55.00,75.20,53.60,46.98,0.00,0.00,29.91,,1.55,,FU,VAAH 031330Z 00000KT 2500 FU NSC 24/12 Q1013 NOSIG
