resource_id,event_timestamp,dataset_split,rated_power_kw,max_power_kw,required_kwh,battery_capacity_kwh,arrival_soc_pct,target_soc_pct,soc_gap_pct,connection_window_hours,required_energy_share,average_required_power_kw,event_hour,event_weekday,prior_event_count,prior_delivery_ratio_mean,prior_delivery_ratio_ema,prior_delivery_ratio_std,prior_availability_rate,prior_override_rate,target_dispatched_kw,target_delivered_kw,target_delivery_ratio,target_is_available,target_has_override
ev_0001,2025-12-31T19:30:00+05:30,train,3.47,3.47,12.635,74.2,12.757,29.785,17.028,4.25,0.856784,2.972941,19.5,2,15,0.756271,0.861624,0.243175,1.0,0.2,1.408,0.0,0.0,False,False
ev_0001,2026-01-01T19:30:00+05:30,train,3.47,3.47,12.635,74.2,12.757,29.785,17.028,4.25,0.856784,2.972941,19.5,3,16,0.709004,0.560056,0.298246,0.9375,0.1875,2.514,2.299,0.914479,True,False
ev_0001,2026-01-02T19:30:00+05:30,train,3.47,3.47,12.635,74.2,12.757,29.785,17.028,4.25,0.856784,2.972941,19.5,4,17,0.721091,0.684104,0.293352,0.941176,0.176471,2.878,2.681,0.93155,True,False
ev_0001,2026-01-03T19:30:00+05:30,train,3.47,3.47,12.635,74.2,12.757,29.785,17.028,4.25,0.856784,2.972941,19.5,5,18,0.732783,0.77071,0.289134,0.944444,0.166667,2.504,0.0,0.0,False,False
ev_0001,2026-01-04T19:30:00+05:30,train,3.47,3.47,12.635,74.2,12.757,29.785,17.028,4.25,0.856784,2.972941,19.5,6,19,0.694215,0.500961,0.325535,0.894737,0.157895,1.673,1.279,0.764495,True,False
ev_0001,2026-01-05T19:30:00+05:30,train,3.47,3.47,12.635,74.2,12.757,29.785,17.028,4.25,0.856784,2.972941,19.5,0,20,0.697729,0.593198,0.317662,0.9,0.15,3.39,2.978,0.878466,True,False
ev_0001,2026-01-06T19:30:00+05:30,train,3.47,3.47,12.635,74.2,12.757,29.785,17.028,4.25,0.856784,2.972941,19.5,1,21,0.706336,0.693042,0.312386,0.904762,0.142857,3.14,2.495,0.794586,True,False
ev_0001,2026-01-07T19:30:00+05:30,train,3.47,3.47,12.635,74.2,12.757,29.785,17.028,4.25,0.856784,2.972941,19.5,2,22,0.710347,0.728582,0.305757,0.909091,0.136364,2.18,1.25,0.573394,True,True
ev_0001,2026-01-08T19:30:00+05:30,train,3.47,3.47,12.635,74.2,12.757,29.785,17.028,4.25,0.856784,2.972941,19.5,3,23,0.704393,0.674267,0.300338,0.913043,0.173913,1.48,1.189,0.803378,True,False
ev_0001,2026-01-09T19:30:00+05:30,train,3.47,3.47,12.635,74.2,12.757,29.785,17.028,4.25,0.856784,2.972941,19.5,4,24,0.708517,0.719456,0.294679,0.916667,0.166667,2.863,2.203,0.769473,True,False
ev_0001,2026-01-10T19:30:00+05:30,train,3.47,3.47,12.635,74.2,12.757,29.785,17.028,4.25,0.856784,2.972941,19.5,5,25,0.710955,0.736962,0.288972,0.92,0.16,3.436,2.898,0.843423,True,False
ev_0001,2026-01-11T19:30:00+05:30,train,3.47,3.47,12.635,74.2,12.757,29.785,17.028,4.25,0.856784,2.972941,19.5,6,26,0.71605,0.774223,0.284503,0.923077,0.153846,2.974,2.696,0.906523,True,False
ev_0001,2026-01-12T19:30:00+05:30,train,3.47,3.47,12.635,74.2,12.757,29.785,17.028,4.25,0.856784,2.972941,19.5,0,27,0.723105,0.820528,0.281493,0.925926,0.148148,1.435,1.23,0.857143,True,False
ev_0001,2026-01-13T19:30:00+05:30,train,3.47,3.47,12.635,74.2,12.757,29.785,17.028,4.25,0.856784,2.972941,19.5,1,28,0.727892,0.833343,0.277537,0.928571,0.142857,2.237,0.815,0.364327,True,True
ev_0001,2026-01-14T19:30:00+05:30,train,3.47,3.47,12.635,74.2,12.757,29.785,17.028,4.25,0.856784,2.972941,19.5,2,29,0.715355,0.669188,0.280663,0.931034,0.172414,1.468,0.535,0.364441,True,True
ev_0002,2025-12-16T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,1,0,,,,,,5.638,2.973,0.527315,True,False
ev_0002,2025-12-17T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,2,1,0.527315,0.527315,,1.0,0.0,4.774,2.916,0.610809,True,False
ev_0002,2025-12-18T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,3,2,0.569062,0.556538,0.041747,1.0,0.0,3.467,1.741,0.502163,True,False
ev_0002,2025-12-19T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,4,3,0.546762,0.537507,0.046437,1.0,0.0,6.325,3.561,0.563004,True,False
ev_0002,2025-12-20T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,5,4,0.550823,0.546431,0.040826,1.0,0.0,5.067,2.979,0.587922,True,False
ev_0002,2025-12-21T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,6,5,0.558242,0.560953,0.039416,1.0,0.0,4.232,2.648,0.625709,True,False
ev_0002,2025-12-22T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,0,6,0.569487,0.583617,0.043896,1.0,0.0,4.257,2.532,0.594785,True,False
ev_0002,2025-12-23T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,1,7,0.573101,0.587526,0.041593,1.0,0.0,5.719,3.57,0.624235,True,False
ev_0002,2025-12-24T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,2,8,0.579493,0.600374,0.042423,1.0,0.0,4.075,1.055,0.258896,True,True
ev_0002,2025-12-25T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,3,9,0.543871,0.480857,0.108402,1.0,0.111111,6.613,4.081,0.617118,True,False
ev_0002,2025-12-26T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,4,10,0.551195,0.528548,0.105161,1.0,0.1,4.575,0.0,0.0,False,False
ev_0002,2025-12-27T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,5,11,0.501087,0.343556,0.187516,0.909091,0.090909,3.385,1.91,0.564254,True,False
ev_0002,2025-12-28T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,6,12,0.506351,0.4208,0.18038,0.916667,0.083333,3.98,2.268,0.569849,True,False
ev_0002,2025-12-29T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,0,13,0.511235,0.472968,0.174127,0.923077,0.076923,4.484,2.485,0.554193,True,False
ev_0002,2025-12-30T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,1,14,0.514304,0.501396,0.168158,0.928571,0.071429,3.684,1.988,0.539631,True,False
ev_0002,2025-12-31T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,2,15,0.515992,0.514778,0.162579,0.933333,0.066667,2.8,1.402,0.500714,True,False
ev_0002,2026-01-01T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,3,16,0.515037,0.509856,0.157459,0.9375,0.0625,4.318,2.251,0.521306,True,False
ev_0002,2026-01-02T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,4,17,0.515406,0.513864,0.152765,0.941176,0.058824,5.265,2.931,0.556695,True,False
ev_0002,2026-01-03T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,5,18,0.5177,0.528855,0.148762,0.944444,0.055556,5.182,2.853,0.55056,True,False
ev_0002,2026-01-04T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,6,19,0.519429,0.536451,0.14498,0.947368,0.052632,4.95,2.718,0.549091,True,False
ev_0002,2026-01-05T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,0,20,0.520912,0.540875,0.141457,0.95,0.05,3.056,1.528,0.5,True,False
ev_0002,2026-01-06T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,1,21,0.519917,0.526569,0.13812,0.952381,0.047619,3.837,2.329,0.606985,True,False
ev_0002,2026-01-07T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,2,22,0.523874,0.554714,0.136157,0.954545,0.045455,6.267,3.462,0.552417,True,False
ev_0002,2026-01-08T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,3,23,0.525115,0.55391,0.133292,0.956522,0.043478,3.66,1.982,0.54153,True,False
ev_0002,2026-01-09T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,4,24,0.525799,0.549577,0.130526,0.958333,0.041667,3.508,1.742,0.496579,True,False
ev_0002,2026-01-10T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,5,25,0.52463,0.531028,0.128017,0.96,0.04,6.236,3.672,0.588839,True,False
ev_0002,2026-01-11T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,6,26,0.5271,0.551262,0.126137,0.961538,0.038462,5.903,3.094,0.52414,True,False
ev_0002,2026-01-12T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,0,27,0.52699,0.541769,0.123781,0.962963,0.037037,5.921,1.532,0.25874,True,True
ev_0002,2026-01-13T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,1,28,0.51741,0.442709,0.131349,0.964286,0.071429,5.496,2.534,0.461063,True,False
ev_0002,2026-01-14T14:30:00+05:30,train,6.76,6.76,13.209,53.96,53.764,78.243,24.479,5.75,0.339825,2.297217,14.5,2,29,0.515467,0.449133,0.129473,0.965517,0.068966,2.982,0.0,0.0,False,False
ev_0003,2025-12-16T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,1,0,,,,,,7.429,5.386,0.724997,True,False
ev_0003,2025-12-17T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,2,1,0.724997,0.724997,,1.0,0.0,3.939,3.016,0.765677,True,False
ev_0003,2025-12-18T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,3,2,0.745337,0.739235,0.02034,1.0,0.0,5.331,4.076,0.764585,True,False
ev_0003,2025-12-19T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,4,3,0.751753,0.748107,0.018925,1.0,0.0,3.532,2.671,0.756229,True,False
ev_0003,2025-12-20T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,5,4,0.752872,0.75095,0.016503,1.0,0.0,5.874,4.655,0.792475,True,False
ev_0003,2025-12-21T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,6,5,0.760792,0.765484,0.021653,1.0,0.0,6.982,4.557,0.652678,True,False
ev_0003,2025-12-22T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,0,6,0.742773,0.726002,0.044879,1.0,0.0,6.609,5.082,0.768951,True,False
ev_0003,2025-12-23T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,1,7,0.746513,0.741034,0.042548,1.0,0.0,7.649,4.876,0.637469,True,False
ev_0003,2025-12-24T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,2,8,0.732883,0.704786,0.053708,1.0,0.0,6.136,3.997,0.651402,True,False
ev_0003,2025-12-25T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,3,9,0.723829,0.686102,0.056743,1.0,0.0,6.276,5.027,0.800988,True,False
ev_0003,2025-12-26T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,4,10,0.731545,0.726312,0.058597,1.0,0.0,7.077,4.958,0.700579,True,False
ev_0003,2025-12-27T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,5,11,0.72873,0.717305,0.056575,1.0,0.0,4.466,2.735,0.612405,True,False
ev_0003,2025-12-28T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,6,12,0.719036,0.68059,0.062989,1.0,0.0,6.782,4.909,0.723828,True,False
ev_0003,2025-12-29T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,0,13,0.719405,0.695723,0.060532,1.0,0.0,4.876,3.736,0.766202,True,False
ev_0003,2025-12-30T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,1,14,0.722747,0.720391,0.059562,1.0,0.0,3.925,0.0,0.0,False,False
ev_0003,2025-12-31T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,2,15,0.674564,0.468254,0.189245,0.933333,0.0,4.898,3.464,0.707227,True,False
ev_0003,2026-01-01T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,3,16,0.676606,0.551895,0.183406,0.9375,0.0,7.866,4.614,0.586575,True,False
ev_0003,2026-01-02T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,4,17,0.67131,0.564033,0.179187,0.941176,0.0,6.186,1.418,0.229227,True,True
ev_0003,2026-01-03T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,5,18,0.64675,0.446851,0.201441,0.944444,0.055556,5.34,4.172,0.781273,True,False
ev_0003,2026-01-04T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,6,19,0.65383,0.563899,0.198356,0.947368,0.052632,7.248,5.264,0.726269,True,False
ev_0003,2026-01-05T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,0,20,0.657452,0.620728,0.193977,0.95,0.05,3.691,2.504,0.678407,True,False
ev_0003,2026-01-06T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,1,21,0.65845,0.640916,0.189355,0.952381,0.047619,5.838,4.203,0.719938,True,False
ev_0003,2026-01-07T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,2,22,0.661245,0.668574,0.185444,0.954545,0.045455,5.991,0.836,0.139543,True,True
ev_0003,2026-01-08T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,3,23,0.638562,0.483413,0.21027,0.956522,0.086957,6.796,4.23,0.622425,True,False
ev_0003,2026-01-09T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,4,24,0.63789,0.532067,0.205868,0.958333,0.083333,4.387,3.359,0.765671,True,False
ev_0003,2026-01-10T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,5,25,0.643001,0.613829,0.203257,0.96,0.08,5.178,3.309,0.63905,True,False
ev_0003,2026-01-11T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,6,26,0.642849,0.622656,0.199311,0.961538,0.076923,4.164,1.625,0.39025,True,True
ev_0003,2026-01-12T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,0,27,0.633493,0.541314,0.201319,0.962963,0.111111,4.123,2.934,0.711618,True,False
ev_0003,2026-01-13T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,1,28,0.636283,0.60092,0.198222,0.964286,0.107143,4.386,3.052,0.69585,True,False
ev_0003,2026-01-14T05:15:00+05:30,train,8.43,8.43,26.645,54.77,21.643,70.292,48.649,4.5,0.702386,5.921111,5.25,2,29,0.638338,0.634146,0.195078,0.965517,0.103448,8.197,0.0,0.0,False,False
ev_0004,2025-12-16T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,1,0,,,,,,9.237,5.326,0.576594,True,False
ev_0004,2025-12-17T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,2,1,0.576594,0.576594,,1.0,0.0,7.566,3.887,0.513746,True,False
ev_0004,2025-12-18T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,3,2,0.54517,0.554597,0.031424,1.0,0.0,9.528,1.493,0.156696,True,True
ev_0004,2025-12-19T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,4,3,0.415679,0.415332,0.184917,1.0,0.333333,8.315,4.638,0.557787,True,False
ev_0004,2025-12-20T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,5,4,0.451206,0.465191,0.171558,1.0,0.25,5.941,2.704,0.455142,True,False
ev_0004,2025-12-21T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,6,5,0.451993,0.461674,0.153455,1.0,0.2,5.213,0.907,0.173988,True,True
ev_0004,2025-12-22T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,0,6,0.405659,0.360984,0.174235,1.0,0.333333,9.595,5.195,0.541428,True,False
ev_0004,2025-12-23T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,1,7,0.425054,0.424139,0.168161,1.0,0.285714,8.57,4.775,0.557176,True,False
ev_0004,2025-12-24T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,2,8,0.44157,0.470702,0.163256,1.0,0.25,9.263,5.581,0.602505,True,False
ev_0004,2025-12-25T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,3,9,0.459451,0.516833,0.162016,1.0,0.222222,4.055,2.18,0.537608,True,False
ev_0004,2025-12-26T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,4,10,0.467267,0.524104,0.15548,1.0,0.2,9.566,4.949,0.517353,True,False
ev_0004,2025-12-27T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,5,11,0.47182,0.521741,0.148942,1.0,0.181818,4.993,3.159,0.632686,True,False
ev_0004,2025-12-28T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,6,12,0.485226,0.560572,0.149372,1.0,0.166667,6.894,1.868,0.27096,True,True
ev_0004,2025-12-29T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,0,13,0.468744,0.459208,0.154452,1.0,0.230769,6.491,2.243,0.345555,True,True
ev_0004,2025-12-30T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,1,14,0.459945,0.419429,0.152178,1.0,0.285714,8.178,4.039,0.493886,True,False
ev_0004,2025-12-31T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,2,15,0.462207,0.445489,0.147261,1.0,0.266667,5.848,1.843,0.31515,True,True
ev_0004,2026-01-01T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,3,16,0.453016,0.399871,0.146961,1.0,0.3125,6.006,2.667,0.444056,True,False
ev_0004,2026-01-02T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,4,17,0.452489,0.415336,0.142589,1.0,0.294118,9.693,4.974,0.513154,True,False
ev_0004,2026-01-03T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,5,18,0.455859,0.449572,0.139267,1.0,0.277778,4.746,2.423,0.510535,True,False
ev_0004,2026-01-04T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,6,19,0.458737,0.470909,0.136101,1.0,0.263158,7.397,3.219,0.435176,True,True
ev_0004,2026-01-05T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,0,20,0.457559,0.458403,0.132754,1.0,0.3,6.461,3.813,0.590156,True,False
ev_0004,2026-01-06T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,1,21,0.463873,0.504516,0.132596,1.0,0.285714,7.068,1.831,0.259055,True,True
ev_0004,2026-01-07T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,2,22,0.454563,0.418605,0.136392,1.0,0.318182,4.823,2.617,0.542608,True,False
ev_0004,2026-01-08T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,3,23,0.458391,0.462006,0.134597,1.0,0.304348,7.183,2.259,0.314493,True,True
ev_0004,2026-01-09T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,4,24,0.452396,0.410376,0.134864,1.0,0.333333,5.941,1.945,0.327386,True,True
ev_0004,2026-01-10T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,5,25,0.447395,0.38133,0.134391,1.0,0.36,7.4,0.0,0.0,False,False
ev_0004,2026-01-11T22:15:00+05:30,train,10.07,10.07,38.729,72.47,30.223,83.664,53.441,8.5,0.534414,4.556353,22.25,6,26,0.430188,0.247864,0.157381,0.961538,0.346154,6.466,1.078,0.166718,True,True
